잡지	편수	비율
조선농민	87	0.0017091666339240108
아이들보이	86	0.0016895210404306313
시학	86	0.0016895210404306313
동방평론	85	0.0016698754469372519
새벗	84	0.0016502298534438724
서광	84	0.0016502298534438724
부활운동	82	0.0016109386664571136
폐허	80	0.0015716474794703547
새사람	80	0.0015716474794703547
맥	80	0.0015716474794703547
실화	78	0.0015323562924835958
백조	77	0.0015127106989902164
해외문학	77	0.0015127106989902164
복음운동	73	0.0014341283250166987
대평양	73	0.0014341283250166987
풍림	73	0.0014341283250166987
시인부락	69	0.001355545951043181
반도시론	69	0.001355545951043181
한빛	69	0.001355545951043181
농업조선	68	0.0013359003575498015
장한	67	0.001316254764056422
조선강단	67	0.001316254764056422
초원	66	0.0012966091705630426
공영	65	0.0012769635770696632
소년중앙	64	0.0012573179835762838
시대상	64	0.0012573179835762838
시사평론	62	0.001218026796589525
아성	61	0.0011983812030961455
우리집	61	0.0011983812030961455
신흥	61	0.0011983812030961455
광업조선	58	0.0011394444226160072
백두산	54	0.0010608620486424894
시대공론	52	0.0010215708616557306
신생활	51	0.0010019252681623511
생의 성	50	0.0009822796746689717
전선	50	0.0009822796746689717
문예시대	50	0.0009822796746689717
계명시보	49	0.0009626340811755923
영화연극	48	0.0009429884876822128
금강	47	0.0009233428941888334
선원	45	0.0008840517072020745
서울	45	0.0008840517072020745
철필	44	0.0008644061137086951
중명	44	0.0008644061137086951
조선영화	44	0.0008644061137086951
신계단	44	0.0008644061137086951
여인	43	0.0008447605202153157
문예광	42	0.0008251149267219362
부인공론	42	0.0008251149267219362
단층	41	0.0008054693332285568
신학지남	40	0.0007858237397351774
신민공론	40	0.0007858237397351774
가톨릭소년	40	0.0007858237397351774
문학(1934)	40	0.0007858237397351774
원고시대	40	0.0007858237397351774
회광	39	0.0007661781462417979
신시대(1941)	39	0.0007661781462417979
보성	38	0.0007465325527484185
폐허이후	37	0.0007268869592550391
극예술	37	0.0007268869592550391
신천지	37	0.0007268869592550391
학우구락부	37	0.0007268869592550391
취산보림	36	0.0007072413657616596
신시단	34	0.0006679501787749008
조선문예(1929)	34	0.0006679501787749008
시림	34	0.0006679501787749008
백악	34	0.0006679501787749008
아등(우리들)	33	0.0006483045852815213
조선불교월보	32	0.0006286589917881419
신흥영화	32	0.0006286589917881419
대한학회월보	31	0.0006090133982947625
신흥조선	31	0.0006090133982947625
형상	31	0.0006090133982947625
요양촌	31	0.0006090133982947625
태양	31	0.0006090133982947625
불교진흥회월보	30	0.000589367804801383
중성	30	0.000589367804801383
세텬사의 긔별	29	0.0005697222113080036
문학건설	29	0.0005697222113080036
현대가정공론	29	0.0005697222113080036
애중	29	0.0005697222113080036
산업계	28	0.0005500766178146241
방송지우	28	0.0005500766178146241
정음	28	0.0005500766178146241
조선어문학회보(조선어문)	28	0.0005500766178146241
대동아	28	0.0005500766178146241
습작시대	28	0.0005500766178146241
청년조선	28	0.0005500766178146241
생장	27	0.0005304310243212447
자오선	27	0.0005304310243212447
신세계	27	0.0005304310243212447
영화보	27	0.0005304310243212447
영화조선	27	0.0005304310243212447
문학(1936)	26	0.0005107854308278653
유도	26	0.0005107854308278653
붉은져고리	25	0.0004911398373344858
음악과 시	25	0.0004911398373344858
웅계	24	0.0004714942438411064
동화	24	0.0004714942438411064
신사회(1925)	24	0.0004714942438411064
실업지조선	24	0.0004714942438411064
금강산	23	0.000451848650347727
소녀계	23	0.000451848650347727
백웅	23	0.000451848650347727
만국부인	23	0.000451848650347727
모던조선	23	0.000451848650347727
등대(1926)	23	0.000451848650347727
창공	22	0.00043220305685434755
문학창조	22	0.00043220305685434755
성화	22	0.00043220305685434755
사명	22	0.00043220305685434755
조선성공회보	21	0.0004125574633609681
과학조선	21	0.0004125574633609681
서우	20	0.0003929118698675887
진단학보	20	0.0003929118698675887
신광	20	0.0003929118698675887
북성	20	0.0003929118698675887
계명	20	0.0003929118698675887
평범	19	0.00037326627637420924
현대부인	19	0.00037326627637420924
일월시보	19	0.00037326627637420924
원산시론	19	0.00037326627637420924
여시	19	0.00037326627637420924
아	19	0.00037326627637420924
호외	18	0.0003536206828808298
천국복음	18	0.0003536206828808298
백파	18	0.0003536206828808298
탐구	18	0.0003536206828808298
국민문학	18	0.0003536206828808298
만화만문	18	0.0003536206828808298
아동문예	18	0.0003536206828808298
대도	18	0.0003536206828808298
십자군	18	0.0003536206828808298
문학(1932)	18	0.0003536206828808298
근화	18	0.0003536206828808298
활부녀	18	0.0003536206828808298
조선물산장려회보	18	0.0003536206828808298
여성조선	17	0.0003339750893874504
월미	17	0.0003339750893874504
시촌	17	0.0003339750893874504
신여자	17	0.0003339750893874504
조양보	17	0.0003339750893874504
금성(1937)	16	0.00031432949589407094
사조	16	0.00031432949589407094
문산당	16	0.00031432949589407094
세광	16	0.00031432949589407094
조선불교총보	16	0.00031432949589407094
문명	16	0.00031432949589407094
소년세계	16	0.00031432949589407094
유심	15	0.0002946839024006915
신흥예술	15	0.0002946839024006915
이문당	15	0.0002946839024006915
무산자	15	0.0002946839024006915
잘씨	15	0.0002946839024006915
장산	15	0.0002946839024006915
신진소년	15	0.0002946839024006915
부녀세계	14	0.0002750383089073121
장학보	14	0.0002750383089073121
새별	14	0.0002750383089073121
홍법우	14	0.0002750383089073121
장미촌	14	0.0002750383089073121
작품(1939)	14	0.0002750383089073121
한청	14	0.0002750383089073121
신조선(1931)	13	0.00025539271541393264
시천교월보	13	0.00025539271541393264
우리의 가뎡	13	0.00025539271541393264
동서의학보	13	0.00025539271541393264
신취미	13	0.00025539271541393264
절제생활	13	0.00025539271541393264
노동운동	12	0.0002357471219205532
배달공론	12	0.0002357471219205532
낙원(1933)	12	0.0002357471219205532
동양평론	12	0.0002357471219205532
여성지우	12	0.0002357471219205532
분투	12	0.0002357471219205532
신사회(1926)	12	0.0002357471219205532
기쁜소식	12	0.0002357471219205532
출발	11	0.00021610152842717377
녹성	11	0.00021610152842717377
동령	11	0.00021610152842717377
상공월보	11	0.00021610152842717377
부녀지광	11	0.00021610152842717377
효종	11	0.00021610152842717377
대중일기	11	0.00021610152842717377
문예운동	11	0.00021610152842717377
신통	11	0.00021610152842717377
신지식	10	0.00019645593493379434
농촌문헌	10	0.00019645593493379434
영데이	10	0.00019645593493379434
정진	10	0.00019645593493379434
불일	9	0.0001768103414404149
여자시론	9	0.0001768103414404149
순문예	9	0.0001768103414404149
공제	9	0.0001768103414404149
학창	9	0.0001768103414404149
조음	9	0.0001768103414404149
목마	9	0.0001768103414404149
동성	9	0.0001768103414404149
동광총서	9	0.0001768103414404149
신한청년	8	0.00015716474794703547
업	8	0.00015716474794703547
시성	8	0.00015716474794703547
농촌	8	0.00015716474794703547
현대여성	8	0.00015716474794703547
신문세계	8	0.00015716474794703547
조선농민(1936)	8	0.00015716474794703547
고아	8	0.00015716474794703547
문화시사	7	0.00013751915445365604
신시대(1936)	7	0.00013751915445365604
감리회보	7	0.00013751915445365604
지기금지	7	0.00013751915445365604
반도산업	7	0.00013751915445365604
신생명(1935)	7	0.00013751915445365604
조선문예(1917)	7	0.00013751915445365604
영계	6	0.0001178735609602766
상공세계	6	0.0001178735609602766
낙원(1936)	6	0.0001178735609602766
광화	6	0.0001178735609602766
장미	6	0.0001178735609602766
대중	6	0.0001178735609602766
신건설	6	0.0001178735609602766
자활	5	9.822796746689717e-05
야뢰	5	9.822796746689717e-05
나가자	5	9.822796746689717e-05
선민	5	9.822796746689717e-05
조선불교계	5	9.822796746689717e-05
되는대로	5	9.822796746689717e-05
작품(1938)	5	9.822796746689717e-05
금지	5	9.822796746689717e-05
보건운동	5	9.822796746689717e-05
대중의학	4	7.858237397351774e-05
신만몽	4	7.858237397351774e-05
화요보	4	7.858237397351774e-05
쩌날리즘	4	7.858237397351774e-05
전남평론	4	7.858237397351774e-05
근우	4	7.858237397351774e-05
신아동	4	7.858237397351774e-05
서북학회월보	4	7.858237397351774e-05
신앙세계	4	7.858237397351774e-05
대중시보	4	7.858237397351774e-05
무대	4	7.858237397351774e-05
녀자지남	4	7.858237397351774e-05
계림	4	7.858237397351774e-05
낙동친목학회학보	4	7.858237397351774e-05
소년한반도	3	5.89367804801383e-05
조선민속	3	5.89367804801383e-05
면려회보	3	5.89367804801383e-05
고양	3	5.89367804801383e-05
유년	3	5.89367804801383e-05
신시대(1929)	3	5.89367804801383e-05
조선종교공론	3	5.89367804801383e-05
조선체육계	3	5.89367804801383e-05
집단	3	5.89367804801383e-05
주일학교연구	3	5.89367804801383e-05
소년시대	2	3.929118698675887e-05
열음지이	2	3.929118698675887e-05
동인학보	2	3.929118698675887e-05
조선농인	2	3.929118698675887e-05
괴기	2	3.929118698675887e-05
사관	2	3.929118698675887e-05
농업세게	2	3.929118698675887e-05
설교	2	3.929118698675887e-05
농업과원예	2	3.929118698675887e-05
원예지우	2	3.929118698675887e-05
불청운동	2	3.929118698675887e-05
농민(1923)	2	3.929118698675887e-05
신상주	2	3.929118698675887e-05
주일학교잡지	2	3.929118698675887e-05
가정잡지(1922)	2	3.929118698675887e-05
산업	2	3.929118698675887e-05
가정잡지(1906)	1	1.9645593493379434e-05
영우	1	1.9645593493379434e-05
교육춘추	1	1.9645593493379434e-05
공도	1	1.9645593493379434e-05
이러타	1	1.9645593493379434e-05
국우	1	1.9645593493379434e-05
구악종보	1	1.9645593493379434e-05
동북경제	1	1.9645593493379434e-05
자선부인회잡지	1	1.9645593493379434e-05
농촌월보	1	1.9645593493379434e-05
상업계	1	1.9645593493379434e-05
대한자강회월보	1	1.9645593493379434e-05
